ADDRESS,PRINCIPAL DUE, 
5701 N 17TH ST ,423.55, 
5702 LANSDOWNE AVE ,3543.65, 
5704 SPRUCE ST ,5147.08, 
5706 HADFIELD ST ,7939.58, 
5707 N PARK AVE ,23109.03, 
5707 OGONTZ AVE ,14633.51, 
5708 GRAYS AVE ,5668, 
5708 W OXFORD ST ,3576.13, 
5709 LANSDOWNE AVE ,6534.35, 
5709 N BEECHWOOD ST ,7422.79, 
5709 N PARK AVE ,10032.23, 
5710 CRITTENDEN ST ,3808.11, 
5710 LANSDOWNE AVE ,4681.87, 
5710 WINDSOR ST ,3795.44, 
5711 N BEECHWOOD ST ,9140.37, 
5711 WINDSOR ST ,275.56, 
5712 HADDINGTON LN ,6387.97, 
5714 MARKET ST ,1561.35, 
5715 ELMWOOD AVE ,7325.03, 
5716 MEDIA ST ,7797.43, 
5716 RODMAN ST ,4174.39, 
5717 GERMANTOWN AVE ,4625.82, 
5718 FILBERT ST ,4883, 
5718 THOMAS AVE ,11477.43, 
5719 REEDLAND ST ,6393.37, 
5721 MC MAHON AVE ,25790.92, 
5721 STEWART ST ,5959.31, 
5722 CEDAR AVE ,9512.57, 
5722 KEMBLE AVE ,3204.56, 
5725 KINGSESSING AVE ,8119.19, 
5727 FILBERT ST ,1454.31, 
5727 N LAMBERT ST ,5763.44, 
5728 CEDAR AVE ,13517.01, 
5728 MALCOLM ST ,5066.36, 
5728 N LAMBERT ST ,5239.61, 
5728 N MARVINE ST ,15232.72, 
5729 CHESTER AVE ,5101.41, 
5729 MC MAHON AVE ,7990.36, 
5729 PINE ST ,4801.24, 
5731 COMMERCE ST ,4713.59, 
5731 HADDINGTON LN ,2240.53, 
5731 MALVERN AVE ,19367.68, 
5732 CATHARINE ST ,5778.92, 
5733 DELANCEY ST ,1627.51, 
5733 MARKET ST ,7563.62, 
5734 CHRISTIAN ST ,3001.47, 
5734 N 20TH ST ,2388.36, 
5734 WALKER ST ,5172.04, 
5735 SPRINGFIELD AVE ,5833.09, 
5736 CHRISTIAN ST ,3640.45, 
5736 FILBERT ST ,3103.55, 
5737 MARKET ST ,2478.49, 
5738 CRITTENDEN ST ,11384.17, 
5738 DELANCEY ST ,3700.39, 
5738 LARCHWOOD AVE ,3812.93, 
5739 HADDINGTON LN ,2230.67, 
5741 BALTIMORE AVE ,3705.4, 
5741 N BEECHWOOD ST ,2740.52, 
5741 WOODLAND AVE ,6068.27, 
5742 LEONARD ST ,3911.42, 
5742 RISING SUN AVE ,7152.55, 
5743 ARCH ST ,0, 
5744 KEMBLE AVE ,7603.89, 
5747 N 20TH ST ,3449.48, 
5747 N WOODSTOCK ST ,2405.19, 
5748 ARCH ST ,4072.45, 
5748 HUNTER ST ,2580.46, 
5749 N 12TH ST ,11588.04, 
5749 WALNUT ST ,7277.93, 
5749 WALTON AVE ,7386.17, 
575 E TABOR RD ,7045.63, 
5750 CEDAR AVE ,14107.72, 
5750 HADDINGTON LN ,5116.11, 
5751 N WOODSTOCK ST ,5837.09, 
5752 HUNTER ST ,2580.46, 
5753 REEDLAND ST ,979.51, 
5755 CHESTNUT ST ,690.74, 
5756 HUNTER ST ,2580.46, 
5762 N 06TH ST ,12243.85, 
577 E HAINES ST ,5386.57, 
5784 W OXFORD ST ,3522.09, 
5800 MALVERN AVE ,23694.39, 
5800 N 05TH ST ,2654.69, 
5800 N 17TH ST ,13129.02, 
5801 CRITTENDEN ST ,21048.22, 
5801 GERMANTOWN AVE ,21071.8, 
5801 WAKEFIELD ST ,6563.2, 
5806 FLORENCE AVE ,586.97, 
5807 N 13TH ST ,7318.89, 
5808 KNOX ST ,10140.62, 
5810 SPRUCE ST ,4330.17, 
5811 BEAUMONT ST ,7839.8, 
5811 DREXEL RD ,60117.7, 
5812 PENTRIDGE ST ,2015.51, 
5813 CHESTER AVE ,3786.07, 
5814 BEAUMONT ST ,6658.81, 
5814 CARPENTER ST ,4689.57, 
5815 HAVERFORD AVE ,3377.51, 
5815 SANSOM ST ,8964.02, 
5817 CEDARHURST ST ,6513.82, 
5818 MALVERN AVE ,1205.01, 
5818 N 16TH ST ,7425.23, 
5818 WINDSOR ST ,1476.09, 
5819 HADFIELD ST ,3355.21, 
5819 WILLOWS AVE ,3533.4, 
5820 N 12TH ST ,18284.49, 
5820 OSAGE AVE ,4609.14, 
5820 TRINITY ST ,2138.09, 
5820 WILLOWS AVE ,4064.29, 
5821 WAYNE AVE ,9574.13, 
5822 STOCKTON RD ,6281.31, 
5822 TRINITY ST ,4739.15, 
5824 N AMERICAN ST ,6601.95, 
5824 WILLOWS AVE ,3955.19, 
5825 FERNWOOD ST ,337.76, 
5826 WEBSTER ST ,173.28, 
5827 FILBERT ST ,1092.84, 
5827 RODMAN ST ,0, 
5828 PEMBERTON ST ,0, 
5829 AKRON ST A,390.52, 
5829 PEMBERTON ST ,11167.74, 
5829 SPRINGFIELD AVE ,4263.32, 
5829 STOCKTON RD ,11833.3, 
583 E HAINES ST ,5900.09, 
5832 BALTIMORE AVE ,5513.3, 
5832 TRINITY ST ,10881.38, 
5833 TRINITY ST ,7240.56, 
5836 GERMANTOWN AVE ,0, 
5837 BELMAR ST ,5675.42, 
5839 MC MAHON AVE ,18797.62, 
5840 MALVERN AVE ,7710.34, 
5841 ADDISON ST ,7751.12, 
5842 ELMWOOD AVE ,14702.31, 
5842 STOCKTON RD ,10007.81, 
5843 LUDLOW ST ,1959.72, 
5844 VINE ST ,3945.23, 
5846 CRITTENDEN ST ,9183, 
5852 CHEW AVE ,12340.99, 
5853 PEMBERTON ST ,6022.54, 
5854 MORTON ST ,2431.47, 
5855 N MARVINE ST ,4561.72, 
5858 WOODCREST AVE ,11980.65, 
5859 STOCKTON RD ,3617.96, 
5863 HADFIELD ST ,8869.71, 
5880 N 07TH ST ,14456.41, 
59 E BRINGHURST ST ,4446.25, 
59 E SEYMOUR ST ,3801.76, 
59 LEVERINGTON AVE ,41557.99, 
5900 LATONA ST ,7723.65, 
5900 PINE ST ,19760.62, 
5900 W OXFORD ST ,4113.86, 
5901 GREENE ST ,4674.45, 
5901 KEMBLE AVE ,1999.32, 
5901 WARRINGTON AVE ,6127.04, 
5901 WINDSOR ST ,769.29, 
5902 CHESTNUT ST ,101.41, 
5902 W COLUMBIA AVE ,9592.23, 
5903 ADDISON ST ,5794.08, 
5903 WEYMOUTH ST ,6082.68, 
5904 LANSDOWNE AVE ,6231.48, 
5904 OSAGE AVE ,8900.38, 
5905 RACE ST ,2948.9, 
5905 SPRUCE ST ,7369.87, 
5906 N HUTCHINSON ST ,2644.51, 
5909 LANSDOWNE AVE ,7600.6, 
5910 ELLSWORTH ST ,4695.58, 
5913 N WARNOCK ST ,6062.14, 
5914 GERMANTOWN AVE ,3151.37, 
5915 MORTON ST ,7932.84, 
5915 SPRING ST ,1482.93, 
5915 WALKER ST ,352.5, 
5916 SPRING ST ,3994.6, 
5916 SUMMER ST ,1127.24, 
5919 W GIRARD AVE ,628.05, 
5920 ANDALE ST ,3443.43, 
5920 DELANCEY ST ,2310.22, 
5921 CEDAR AVE ,662.98, 
5923 CHESTNUT ST ,60.82, 
5923 LANSDOWNE AVE ,13550.79, 
5924 N WARNOCK ST ,5046.99, 
5924 WEBSTER ST ,2641.43, 
5925 CEDAR AVE ,3608.51, 
5925 HAVERFORD AVE ,7104.34, 
5927 SPRUCE ST ,5841.02, 
5928 CHESTER AVE ,4721.27, 
5929 CHANCELLOR ST ,2621.86, 
5933 LOCUST ST ,152.05, 
5935 SPRUCE ST ,2298.06, 
5936 HAVERFORD AVE ,1338.37, 
5936 N 19TH ST ,7976.94, 
5936 WASHINGTON AVE ,13057.78, 
5940 KEMBLE AVE ,3905.66, 
5940 N 19TH ST ,6998.59, 
5943 BELMAR ST ,2326.4, 
5943 E WISTER ST ,4071.74, 
5950 N 13TH ST ,8599.56, 
5951 SANSOM ST ,4960.95, 
5956 OVERBROOK AVE ,7054.68, 
5959 KEMBLE AVE ,0, 
5963 TRINITY ST ,8372.61, 
5968 TRINITY ST ,6159.54, 
5990 N 20TH ST ,1360.48, 
5994 N OPAL ST ,3184.27, 
6 N 03RD ST ,269.96, 
6 SOLAR WAY ,1041.45, 
60 N YEWDALL ST ,2650.34, 
600 E INDIANA AVE ,612.45, 
600 E THAYER ST ,4748.88, 
600 S 51ST ST ,11957.3, 
6000 BUIST AVE ,30529.27, 
6001 CALLOWHILL ST ,2206.07, 
6001 MARKET ST ,0, 
6001 N WOODSTOCK ST ,5837.02, 
6003 REINHARD ST ,4359.09, 
6004 REINHARD ST ,6526.01, 
6007 BALTIMORE AVE ,4387.29, 
6007 UPLAND ST ,2158.74, 
6008 CHESTER AVE ,6329.18, 
601 E CHELTEN AVE ,6697.38, 
601 EMILY ST ,3049.92, 
601 MOSS ST ,6589.63, 
601 N BROAD ST ,97759.51, 
601 S 55TH ST ,6861.02, 
6011 RISING SUN AVE ,34876.75, 
6012 N WOODSTOCK ST ,3979.96, 
6012 OSAGE AVE ,6085.13, 
6012 SANSOM ST ,12213.39, 
6012 W COLUMBIA AVE ,5525.18, 
6013 WALNUT ST ,9617.64, 
6014 CHESTNUT ST ,9195.63, 
6014 PINE ST ,16035.86, 
6015 ROSS ST ,10774.83, 
6016 KERSHAW ST ,6303.83, 
6017 CHESTNUT ST ,2027.54, 
6017 REINHARD ST ,5329.84, 
6017 UPLAND ST ,4047.53, 
6017 WALTON AVE ,1220.08, 
6019 REINHARD ST ,2809.53, 
602 S 51ST ST ,12050.21, 
6021 CHESTNUT ST ,6626.23, 
6023 PINE ST ,450.33, 
6024 IRVING ST ,3103.93, 
6025 E WISTER ST ,8837.06, 
6026 VINE ST ,2859.5, 
6026 WASHINGTON AVE ,22395.17, 
6027 WASHINGTON AVE ,7574.85, 
603 E THAYER ST ,2818.06, 
6034 KINGSESSING AVE ,4746.77, 
6035 CHESTER AVE ,4486.49, 
6035 CHESTNUT ST ,12535.6, 
6037 CARPENTER ST ,27832.86, 
6037 GREENWAY AVE ,6777.88, 
6038 TRINITY ST ,1331.36, 
6039 KERSHAW ST ,3614.52, 
6039 PINE ST ,15588.11, 
6039 W COLUMBIA AVE ,9904.79, 
604 N 43RD ST ,7292.52, 
6040 LARCHWOOD AVE ,5083.87, 
6044 ALLMAN ST ,6078.46, 
6044 CHESTER AVE ,8658.01, 
6044 LATONA ST ,14756.38, 
6045 HAZEL AVE ,4680.07, 
6045 LOCUST ST ,8125.64, 
6046 REINHARD ST ,4922.97, 
6047 N NORWOOD ST ,6937.11, 
6048 CHESTER AVE ,2755.54, 
6048 MARKET ST ,2955.03, 
605 E WESTMORELAND ST ,2079.24, 
605 MERCY ST ,3287.9, 
6052 MAGNOLIA ST ,4309.68, 
6052 WALTON AVE ,8137.97, 
6053 E WISTER ST ,2025.71, 
6054 UPLAND ST ,3006.67, 
6055 KINGSESSING AVE ,3460.03, 
6055 OLD YORK RD ,17172.03, 
6056 N CAMAC ST ,3219.99, 
6064 CHESTER AVE ,8843.73, 
6065 REGENT ST ,4468.68, 
6065 REINHARD ST ,5388.42, 
607 PALLAS ST ,5112.28, 
607 S 42ND ST ,0, 
607 W COURTLAND ST ,3092.91, 
607 W NORRIS ST ,38.29, 
6071 CEDARHURST ST ,3069.49, 
6073 CEDARHURST ST ,7804, 
608 LOCUST AVE ,9645.7, 
6088 UPLAND ST ,2767.27, 
61 E PASTORIUS ST ,3247.52, 
610 EDGEMORE RD ,9128.24, 
610 FERNON ST ,1774.09, 
610 N 42ND ST ,2891.06, 
610 S HANCOCK ST ,0, 
6101 W OXFORD ST ,13548.32, 
6103 GLENMORE AVE ,4826.68, 
6104 GLENMORE AVE ,3988.06, 
6107 W THOMPSON ST ,3520.32, 
6108 N BEECHWOOD ST ,13538.39, 
6108 YOCUM ST ,5305.1, 
611 PALLAS ST ,4764.17, 
611 WINTON ST ,3730.58, 
6110 OSAGE AVE ,65645, 
6111 LARCHWOOD AVE ,3572.34, 
6112 YOCUM ST ,7597.45, 
6113 OSAGE AVE ,36243.91, 
6113 PINE ST ,337.41, 
6114 VINE ST ,8647.77, 
6115 LARCHWOOD AVE ,7056.43, 
6115 UPLAND ST ,3761.79, 
6117 LARCHWOOD AVE ,6281.01, 
6117 VINE ST ,52.81, 
6119 LEBANON AVE ,6475.07, 
612 MC KEAN ST ,5325.75, 
612 W LUZERNE ST ,840.18, 
612 W TUSCULUM ST ,201.69, 
6120 LINDBERGH BLV ,14886.59, 
6122 LANCASTER AVE ,6936.41, 
6122 LANCASTER WLK ,6936.41, 
6122 MARKET ST ,2206.23, 
6123 REINHARD ST ,2608.31, 
6124 LUDLOW ST ,300.6, 
6126 MC MAHON AVE ,10685.94, 
6127 VINE ST ,38.68, 
6129 PINE ST ,101.41, 
613 N 43RD ST ,28813.26, 
6130 CHANCELLOR ST ,1670.36, 
6130 WASHINGTON AVE ,27377.77, 
6131 PINE ST ,349.58, 
6132 GLENMORE AVE ,2476.31, 
6134 ELLSWORTH ST ,11174.27, 
6134 OSAGE AVE ,7894.58, 
6136 LEBANON AVE ,13298.36, 
6137 N WOODSTOCK ST ,5966.13, 
6138 DELANCEY ST ,3318.96, 
6138 OSAGE AVE ,7894.58, 
6138 TORRESDALE AVE ,862.05, 
614 KATER ST ,2174.86, 
614 W TUSCULUM ST ,201.69, 
6140 DELANCEY ST ,4828.57, 
6143 REINHARD ST ,1022.15, 
6144 TORRESDALE AVE ,862.05, 
6145 OSCEOLA ST ,6313.85, 
6145 REINHARD ST ,6263.37, 
6145 UPLAND ST ,5227.49, 
6145 YOCUM ST ,4277.47, 
6146 TORRESDALE AVE ,862.05, 
6150 N LAMBERT ST ,7031.39, 
6157 CHESTNUT ST ,108.43, 
6157 SPRUCE ST ,5462.21, 
6159 CHESTNUT ST ,3647.75, 
6162 LARCHWOOD AVE ,10638.63, 
617 CECIL B MOORE AVE ,486.04, 
617 N 38TH ST ,8228.37, 
617 S 61ST ST ,8640.72, 
6171 UPLAND ST ,2104.26, 
6174 REINHARD ST ,1813.03, 
618 E WENSLEY ST ,1538.45, 
618 WINTON ST ,1720.42, 
619 E CLEMENTINE ST ,5773.11, 
619 N BROAD ST ,59181.89, 
619 N CREIGHTON ST ,966.35, 
619 W LURAY ST ,1429.97, 
620 E CORNWALL ST ,9041, 
620 W LEHIGH AVE ,411.19, 
6200 LARCHWOOD AVE ,729.88, 
6201 BUIST AVE ,7880.95, 
6201 RACE ST ,3767.53, 
6205 JEFFERSON ST ,11731.44, 
6209 HAZEL AVE ,15679.19, 
621 N 38TH ST ,1749.77, 
621 N 54TH ST ,2625.7, 
621 PIERCE ST ,2993.96, 
621 W LURAY ST ,5561.02, 
621 W VENANGO ST ,2595.2, 
6210 MORTON ST ,3431.76, 
6212 HAZEL AVE ,16413.02, 
6214 CATHARINE ST ,4571.98, 
6216 OGONTZ AVE ,11590.99, 
6217 CHEW AVE ,4742.56, 
6219 HAZEL AVE ,18136, 
622 LINDLEY AVE ,10201.48, 
6220 VINE ST ,5192.43, 
6221 W PASSYUNK AVE G,13777.2, 
6221 WHEELER ST ,4299.35, 
6223 CHESTNUT ST ,438.49, 
6226 BELFIELD AVE ,8835.97, 
6226 RACE ST ,6842.46, 
6227 CATHARINE ST ,2258.11, 
6227 ELMWOOD AVE ,12330.66, 
6227 RACE ST ,5566.74, 
623 S 52ND ST ,2315.99, 
6231 JEFFERSON ST ,11934.98, 
6236 DELANCEY ST ,1334.65, 
6238 SANSOM ST ,6315.21, 
624 N 63RD ST ,18.53, 
6245 CATHARINE ST ,7276.05, 
6247 CATHARINE ST ,2963.66, 
625 N 41ST ST ,4298.32, 
6252 OSAGE AVE ,3548.58, 
6253 LIMEKILN PK ,10073.18, 
626 W TUSCULUM ST ,201.69, 
6261 N BROAD ST ,7048.06, 
6264 N BOUVIER ST ,13.44, 
627 HOFFMAN ST ,1464.69, 
627 S 55TH ST ,8646.35, 
628 N 35TH ST ,2504.9, 
628 W VENANGO ST ,1963.52, 
629 E LIPPINCOTT ST ,4716.74, 
629 E WOODLAWN ST ,3980.77, 
629 N 12TH ST ,29465.07, 
629 N 57TH ST ,279.32, 
6302 KINGSESSING AVE ,2552.38, 
6305 N 18TH ST ,0, 
6306 WOODBINE AVE ,23348.52, 
631 N 41ST ST ,1470.5, 
6311 GERMANTOWN AVE ,3519.52, 
6312 RISING SUN AVE ,15577.23, 
6314 GLENMORE AVE ,947.62, 
6315 CRITTENDEN ST ,0, 
6318 PASCHALL AVE ,2840.25, 
6319 N LAMBERT ST ,12871.86, 
6319 TULIP ST ,5899.77, 
632 E LIPPINCOTT ST ,6172.03, 
632 N 57TH ST ,2834.35, 
6324R N OPAL ST ,1975.36, 
6325 WHEELER ST ,5185.25, 
6327 HOMER ST ,2225.85, 
633 W VENANGO ST ,765.88, 
6330 FRANKFORD AVE ,0, 
6330 REGENT ST ,5948.73, 
6330 TORRESDALE AVE ,5704.13, 
6331 ELMWOOD AVE ,6072.25, 
6335 WHEELER ST ,1442.19, 
6337 BAYNTON ST ,11619.48, 
634 E THAYER ST ,2553.83, 
634 N 57TH ST ,2493.13, 
634 W MAYFIELD ST ,865.19, 
634 WYNNEWOOD RD ,19223.92, 
6349 GERMANTOWN AVE ,6460.11, 
635 HOFFMAN ST ,468.54, 
635 N 43RD ST ,1202.22, 
6359 BUIST AVE ,6589.31, 
636 E LIPPINCOTT ST ,7475.94, 
636 S 54TH ST ,13932.79, 
636 W RUSSELL ST ,887.58, 
6360 KINGSESSING AVE ,1790.3, 
6360 TULIP ST ,6170.91, 
6366 STENTON AVE ,35145.28, 
637 E WISHART ST ,1934.17, 
637 N 43RD ST ,1019.77, 
637 N 65TH ST ,7154.74, 
637 W SCHILLER ST ,469.17, 
637 WINTON ST ,2038.86, 
640 UNION ST ,4521.15, 
6400 ELMWOOD AVE ,25496.55, 
6401 E WISTER ST ,92089.9, 
6402 CARLTON ST ,0, 
6406 GLENMORE AVE ,4371.2, 
6409 N 21ST ST ,5026.36, 
641 N 56TH ST ,4133.44, 
6410 BUIST AVE ,4485.58, 
6412 LAWNTON AVE ,14471.16, 
6415 UPLAND ST ,2478.23, 
6418 N WOODSTOCK ST ,0, 
642 N 57TH ST ,129.09, 
6420 N NORWOOD ST ,7502.07, 
6425 WOODLAND AVE ,5762.2, 
6426 CASTOR AVE ,13178.76, 
6427 GLENMORE AVE ,5894.15, 
643 N 43RD ST ,1019.77, 
643 W SCHILLER ST ,1421.78, 
6435 N BROAD ST ,7301.88, 
6439 N BROAD ST ,22840.47, 
6441 DICKENS AVE ,5709.14, 
6442 LIMEKILN PK ,12908.15, 
6447 WYNCOTE AVE ,14731.89, 
645 N PEACH ST ,6476.86, 
6451 GRAYS AVE ,8262.36, 
6451 OXFORD AVE ,7009.45, 
646 W TUSCULUM ST ,1686.24, 
6460 GREENE ST ,47193.99, 
647 W CAMBRIA ST ,2066.27, 
648 E INDIANA AVE ,4252.44, 
648 N 40TH ST ,4207.69, 
648 N SICKELS ST ,1186.65, 
648 W TUSCULUM ST ,1686.24, 
649 N 43RD ST ,669.81, 
65 N 53RD ST ,7270.23, 
650 W TUSCULUM ST ,1190.22, 
650 W TUSCULUM ST ,1686.24, 
6500 DICKS AVE ,7614.63, 
651 N 63RD ST ,9237.24, 
651 N PRESTON ST ,1478.49, 
6510 UPLAND ST ,1639.91, 
6517 N 17TH ST ,11209.62, 
6517 ROSS ST ,0, 
652 E WISHART ST ,2034.76, 
652 W CLEARFIELD ST ,1095.75, 
6522 CHESTER AVE ,4101.69, 
6526 N 16TH ST ,10650.75, 
6527 GESNER ST ,6313.96, 
6527 GRAYS AVE ,6398.89, 
6529 ALLMAN ST ,6476.7, 
6529 N SMEDLEY ST ,19678.28, 
6530 GUYER AVE ,4527.85, 
6536 ALLMAN ST ,5264.23, 
6536 N LAMBERT ST ,12412.06, 
6537 GESNER ST ,4678.41, 
6539 N 17TH ST ,12930.73, 
6539 N 20TH ST ,14691.89, 
6539 N LAMBERT ST ,6862.8, 
654 N 38TH ST ,6751.37, 
654 W TUSCULUM ST ,1232.01, 
654 W TUSCULUM ST ,1686.24, 
6545 ELMWOOD AVE ,2456.01, 
6545 REGENT ST ,0, 
6547 N 18TH ST ,5231.35, 
6547 N 20TH ST ,0, 
6554 N LAMBERT ST ,3923.73, 
6557 N LAMBERT ST ,4613.32, 
6563 N LAMBERT ST ,6247.02, 
657 E CLEARFIELD ST ,5493.06, 
657 N 39TH ST ,3716.24, 
658 E ONTARIO ST ,7482.28, 
658 W TUSCULUM ST ,1686.24, 
659 N 55TH ST ,5396.93, 
66 DEARBORN ST ,4133.75, 
66 N PEACH ST ,8958.07, 
660 N CONESTOGA ST ,4359.96, 
660 UNION ST ,5672.8, 
6600 CASTOR AVE ,11574.52, 
6600 LANSDOWNE AVE ,5423.6, 
6600 N UBER ST ,2019.45, 
6603 HADDINGTON LN ,5900.5, 
6608 MUSGRAVE ST ,5376.54, 
661 N 37TH ST ,8341.77, 
661 N 55TH ST ,5039.56, 
6614 GERMANTOWN AVE 2A,2531.5, 
6617 MUSGRAVE ST ,5475.49, 
6619 YOCUM ST ,3536.84, 
6620 E ROOSEVELT BLV ,9034.8, 
6620 WALKER ST ,173.75, 
6624 HADDINGTON LN ,5023.65, 
6627 N 06TH ST ,18893.57, 
6630 N GRATZ ST ,15933.46, 
6638 HOLLIS ST ,20271.07, 
6639 WOODLAND AVE ,5075.42, 
664 E ALLEGHENY AVE ,4005.54, 
6643 N OPAL ST ,6145.03, 
6645 YOCUM ST ,1287.68, 
6646 BLAKEMORE ST ,5570.48, 
6647 N SMEDLEY ST ,4743.06, 
665 E CORNWALL ST ,1480.53, 
665 N YEWDALL ST ,1891.81, 
6661 CORNELIUS ST ,16308.35, 
6672 CORNELIUS ST ,0, 
668 E CLEMENTINE ST ,4393.29, 
67 COSGROVE ST ,5095.52, 
67 HERMAN ST ,27.16, 
6706 N 15TH ST ,3903.91, 
671 N 37TH ST ,1186.04, 
6710 WOODLAND AVE ,13386.15, 
6714 N SYDENHAM ST ,4456.32, 
6714 WOODLAND AVE ,6892.6, 
6724 GREENWAY AVE ,9213.25, 
6725 MUSGRAVE ST ,14948.08, 
6727 N BROAD ST ,2155.61, 
673 N 39TH ST ,3522.82, 
6737 GLENLOCH ST ,2112.16, 
6753 N SMEDLEY ST ,20484.7, 
6756 GUYER AVE ,6250.68, 
6803 GUYER AVE ,6378.11, 
6809 FINCH PL ,6560.4, 
6825 GUYER AVE ,4361.64, 
6834 LIMEKILN PK ,29400.38, 
6835 LINDBERGH BLV ,6964.16, 
6837 SPRAGUE ST ,14213.51, 
6838 RODNEY ST ,6972.66, 
6850 ELMWOOD AVE ,4331.86, 
6900 PASCHALL AVE ,8114.3, 
6922 RODNEY ST ,6201.82, 
6940 CEDAR PARK AVE ,3915.55, 
6948 TORRESDALE AVE ,43081.61, 
6953 THEODORE ST ,16019.56, 
6957 OGONTZ AVE ,24533.01, 
6957 THEODORE ST ,9706.67, 
6958 E WISTER ST ,14473.49, 
6959 CEDAR PARK AVE ,8705.96, 
7 LOCK ST ,75704.31, 
7 SOLAR WAY ,2387.3, 
700 E CHELTEN AVE ,7450.29, 
700 N 49TH ST ,9502.03, 
700 N 63RD ST ,7139.31, 
700 N 64TH ST ,0, 
700 W GIRARD AVE ,20838.68, 
700 W ROOSEVELT BLV ,8503.02, 
7001 WOODLAND AVE ,5322.02, 
7003 FORREST AVE ,13916.92, 
701 ARCH ST ,254025.93, 
701 BROOKLYN ST ,865.03, 
701 E VENANGO ST ,9409.03, 
7011 UPLAND ST ,4763.44, 
7013 GREENWAY AVE ,7669.52, 
7014 LOUISE ST ,21776.86, 
7015 E ROOSEVELT BLV ,89582.66, 
7015 OGONTZ AVE ,10625.94, 
7016 FORREST AVE ,12548.1, 
7016 WHEELER ST ,4743.46, 
7017 FORREST AVE ,13811.32, 
7017 GREENWAY AVE ,2193.25, 
7025 MARION LN ,11033.87, 
7028 WHEELER ST ,6297.78, 
703 BROOKLYN ST ,865.03, 
703 W CLEARFIELD ST ,3290.66, 
7031 GEORGIAN RD ,15314.33, 
7031 SAYBROOK AVE ,4780.93, 
7032 UPLAND ST ,201.69, 
7034 SAYBROOK AVE ,7598.81, 
7035 GRAYS AVE ,854.57, 
7035 WOODLAND AVE ,6098.83, 
7037 WOODLAND AVE ,7007.42, 
7038 SAYBROOK AVE ,5212.26, 
704 E HILTON ST ,8600.79, 
7043 PASCHALL AVE ,13381.83, 
7043 SAYBROOK AVE ,5373.29, 
7047 SAYBROOK AVE ,1593.03, 
705 BROOKLYN ST ,865.03, 
7053 PASCHALL AVE ,6805.61, 
706 E CHELTEN AVE ,6248.7, 
706 W ALLEGHENY AVE ,2132.43, 
707 BROOKLYN ST ,1810.56, 
7071 MILNOR ST ,118254.13, 
708 S 49TH ST ,42.4, 
708 W RUSSELL ST ,2108.1, 
709 MOORE ST ,2136.21, 
709 W ALLEGHENY AVE ,874.53, 
709 W BUTLER ST ,5069.62, 
709 W ERIE AVE ,3227.05, 
71 COLLOM ST ,1409.95, 
71 E DUVAL ST ,4755.52, 
71 HERMAN ST ,7472.39, 
710 E CHELTEN AVE ,4883.96, 
710 N DEKALB ST ,1810.5, 
710 S 60TH ST ,7763.13, 
710 W VENANGO ST ,5315.82, 
7100 LOUISE ST ,5023.93, 
711 W ANNSBURY ST ,3808.21, 
711 W GIRARD AVE ,3354.27, 
7115 UPLAND ST ,3859.71, 
7119 WOOLSTON AVE ,10546.25, 
712 UNION ST ,8421.84, 
7122 GREENWAY AVE ,7893.81, 
7123 CEDAR PARK AVE ,2632.19, 
7123 GREENWAY AVE ,8475.45, 
7127 UPLAND ST ,10367.24, 
7128 CHEW AVE ,14208.35, 
713 DORSET ST ,17651.51, 
713 W ONTARIO ST ,296.96, 
714 N 42ND ST ,5592.07, 
714 UNION ST ,1631.09, 
715 E MADISON ST ,4106.19, 
715 E ONTARIO ST ,8317.51, 
715 EDGEMORE RD ,17433.81, 
715 MOORE ST ,9543.13, 
715 N 42ND ST ,3513.25, 
715 W BUTLER ST ,3217.32, 
7150 OGONTZ AVE ,19053.98, 
7152 N 20TH ST ,4822.77, 
7158 N 20TH ST ,7160.46, 
716 UNION ST ,8835.91, 
716 W ALLEGHENY AVE ,1962.73, 
7166 MONTAGUE ST ,115.39, 
7167 N 19TH ST ,8328.02, 
717 N 17TH ST ,10530.44, 
717 N 38TH ST ,2868.8, 
717 W FISHER AVE ,2277.54, 
7179 N 18TH ST ,7158.18, 
718 W ALLEGHENY AVE ,2416.34, 
718 W RUSSELL ST ,1093.51, 
719 E CHELTEN AVE ,0, 
719 W FISHER AVE ,2277.54, 
719 W FISHER AVE ,2749.92, 
719 W ROCKLAND ST ,3503.6, 
72 E WALNUT LN ,4863.16, 
720 W ALLEGHENY AVE ,1073.49, 
7200 BRENTWOOD RD ,70683.89, 
7202 HANFORD ST ,12672.49, 
7209 PITTVILLE AVE ,15643.79, 
721 S SMEDLEY ST ,4420.29, 
7215 THEODORE ST ,282.48, 
7216 YOCUM ST ,2985.65, 
7219 THEODORE ST ,282.48, 
7219 WOODLAND AVE ,9413.05, 
7220 GREENWAY AVE ,9123.52, 
7220 N 21ST ST ,0, 
7225 N 20TH ST ,8979.82, 
723 W ROOSEVELT BLV ,851.45, 
723 W TIOGA ST ,1664.81, 
7230 CORNELIUS ST ,23561.9, 
724 UNION ST ,8835.91, 
724 W ROOSEVELT BLV ,6496.41, 
7241 LIMEKILN PK ,4156.08, 
7242 OAKLAND ST ,79.28, 
7245 LIMEKILN PK ,1703.81, 
7245 N 18TH ST ,9557.72, 
725 S ITHAN ST ,5184.91, 
7254 SOMMERS RD ,3106.52, 
726 JEFFERSON ST ,3118.21, 
726 N 48TH ST ,7457.27, 
